,ativo,precoDia,min52,max52,Dividend,Val12%,P/VP,P/L,P/Ebitda,P/Ebit,P/Ativo,EV/Ebitda,EV/EBIT,PSR,P/Cap.Giro,P/Ativo Circ Liq,Margem Bruta%,Margem Ebitda%,Margem Ebit%,Margem Líquida%,Giro Ativos,ROE%,ROA%,ROIC%,LPA,VPA,Dívida Líq/Patrim,Dívida Líq/EBITDA,Dívida Líq/EBIT,Patrim / Ativos,Passivos / Ativos,Liquidez Corrente,CAGR Receitas 5 Anos,CAGR Lucros 5 Anos
0,RANI4,"5,29","2,55","11,60",0.43,0.8368000000000001,2.62,0.0,"3,99","4,30","0,56","5,48","5,91","0,98","12,02","12,02",0.2986,0.2462,0.22820000000000001,-0.0886,"0,57",-0.2365,-0.0504,0.127,"-0,48","2,02","2,16","3,29","3,55","0,21","0,79","1,17","3,45 %",- %
1,BDLL4,"6,50","6,01","22,00",0.0,-0.5357,0.83,0.0,"-0,14","-0,12","0,01","-3,29","-2,95","0,19","-0,06","-0,06",-0.3098,-1.4028,-1.5633000000000001,-1.9335,"0,06",-8.3133,-0.1249,-0.35479999999999995,"-65,41","7,87","18,15","-3,01","-2,70","0,02","0,98","0,62","-27,84 %",- %
2,HOOT4,"1,81","1,55","4,09",0.0,-0.047400000000000005,0.0,0.0,"-0,32","-0,31","0,07","-0,13","-0,13","0,37","-0,06","-0,06",0.6570999999999999,-1.1261,-1.172,-1.5019,"0,19",0.35590000000000005,-0.2861,0.284,"-7,44","-20,89",-,"0,01","0,01","-0,80","1,80","0,04","-8,87 %",- %
3,RANI3,"2,70","2,46","6,80",0.84,-0.0037,1.34,0.0,"2,03","2,19","0,29","5,48","5,91","0,50","6,14","6,14",0.2986,0.2462,0.22820000000000001,-0.0886,"0,57",-0.2365,-0.0504,0.127,"-0,48","2,02","2,16","3,29","3,55","0,21","0,79","1,17","3,45 %",- %
4,JBDU3,"1,94","1,87","7,98",0.0,-0.7229000000000001,0.14,0.0,-,"-0,39","0,05",-,"-0,47",-,"-0,31","-0,31",-90000.0,-90000.0,-90000.0,-90000.0,"0,00",-0.2206,-0.0785,-0.48450000000000004,"-2,99","13,56","0,07",-,"-0,19","0,36","0,64","0,00",- %,- %
5,ENGI4,"6,05","5,90","11,78",1.98,-0.0049,1.7,20.83,-,"4,69","0,28",-,"11,74","0,55","4,72","4,72",0.1634,-90000.0,0.1177,0.0265,"0,51",0.0816,0.0134,0.08,"0,29","3,56","2,23",-,"6,16","0,16","0,84","1,31","10,32 %","8,45 %"
6,LUPA3,"1,22","0,94","3,07",0.0,-0.2375,0.31,0.0,-,"-1,48","0,06",-,"-8,39","0,93","0,26","0,26",0.0006,-90000.0,-0.6325,-0.8011,"0,06",-0.26289999999999997,-0.0519,-0.08380000000000001,"-1,05","3,98","1,44",-,"-6,92","0,20","0,80","2,69","-34,37 %",- %
7,KLBN3,"3,43","2,58","4,87",5.03,-0.2957,2.85,25.97,"5,08","7,34","0,53","8,85","12,80","1,81","1,76","1,76",0.33299999999999996,0.3558,0.24600000000000002,0.0696,"0,30",0.1099,0.0206,0.07769999999999999,"0,13","1,20","2,21","3,93","5,68","0,19","0,81","4,40","12,55 %",- %
8,SUZB3,"39,80","25,00","44,94",2.23,-0.1134,3.0,0.0,-,"20,61","0,55",-,"41,26","2,08","7,32","7,32",0.2026,-90000.0,0.10099999999999999,-0.1082,"0,27",-0.15560000000000002,-0.0287,0.0165,"-2,07","13,29","3,00",-,"20,65","0,18","0,82","1,65","20,53 %",- %
9,AFLT3,"5,93","4,38","32,72",1.78,0.10220000000000001,1.75,14.81,-,"14,99","1,66",-,"12,96","9,69","5,25","5,25",0.6631999999999999,-90000.0,0.6463,0.654,"0,17",0.11779999999999999,0.1119,0.1061,"0,40","3,40","-0,24",-,"-2,02","0,95","0,05","18,09","7,09 %","14,86 %"
10,BRFS3,"15,26","13,01","40,50",0.0,-0.3663,1.52,41.68,"3,50","4,20","0,30","7,45","8,93","0,37","7,20","7,20",0.2415,0.1058,0.0883,0.0089,"0,80",0.0365,0.0070999999999999995,0.1056,"0,37","10,03","1,71","3,94","4,73","0,20","0,80","1,13","0,76 %","-37,55 %"
11,AZEV3,"3,22","2,50","24,45",0.0,-0.863,0.0,0.0,"-0,23","-0,22","316,65","-0,55","-0,53","0,71","-0,11","-0,11",-1.5965,-3.1617,-3.2952,-5.331799999999999,"444,50",0.5903,-2370.0217000000002,0.6163000000000001,"-24,10","-40,83",-,"-0,39","-0,37","-4.015,01","5.015,01","0,11","-31,81 %",- %
12,TXRX4,"4,93","2,11","15,02",0.0,1.0628,0.0,0.98,-,"0,85","0,11",-,"9,47","0,20","-0,08","-0,08",0.3155,-90000.0,0.23550000000000001,0.20379999999999998,"0,57",-0.0735,0.1161,-0.2889,"5,03","-68,41",-,-,"8,31","-1,58","2,58","0,18","6,60 %",- %
13,IDNT3,"1,93","1,85","4,99",0.0,-0.3345,1.72,5.8,-,"8,11","0,50",-,"7,25",-,"45,26","45,26",-90000.0,-90000.0,-90000.0,-90000.0,"0,00",0.2964,0.08539999999999999,0.0692,"0,33","1,12","-0,18",-,"-0,86","0,29","0,71","1,16",- %,- %
14,KLBN11,"16,61","12,87","22,06",5.2,0.015300000000000001,2.76,25.15,"4,92","7,11","0,52","8,85","12,80","1,75","1,70","1,70",0.33299999999999996,0.3558,0.24600000000000002,0.0696,"0,30",0.1099,0.0206,0.07769999999999999,"0,66","6,01","2,21","3,93","5,68","0,19","0,81","4,40","12,55 %",- %
15,GOAU4,"4,18","3,84","10,82",2.87,-0.43670000000000003,0.17,3.8,"0,87","1,43","0,08","2,70","4,47","0,11","0,42","0,42",0.106,0.1325,0.0801,0.0302,"0,73",0.044000000000000004,0.022099999999999998,0.06280000000000001,"1,10","25,04","0,36","1,86","3,07","0,50","0,50","2,46","-1,88 %",- %
16,BIOM3,"9,60","5,61","17,72",0.0,0.4679,3.8,0.0,-,"-11,09","1,50",-,"-12,06","65,22","6,68","6,68",0.0583,-90000.0,-5.8822,-6.2402,"0,02",-0.3635,-0.1436,-0.1703,"-0,92","2,53","0,33",-,"-0,97","0,39","0,61","2,44",- %,- %
17,GGBR3,"8,30","7,62","19,42",2.53,-0.3371,0.53,11.73,"2,71","4,48","0,26","4,79","7,92","0,36","1,32","1,32",0.106,0.13269999999999998,0.0803,0.030699999999999998,"0,73",0.044800000000000006,0.0225,0.06309999999999999,"0,71","15,80","0,36","1,85","3,06","0,50","0,50","2,46","-1,88 %",- %
18,KLBN4,"3,28","2,55","4,39",5.26,0.1469,2.73,24.83,"4,86","7,02","0,51","8,85","12,80","1,73","1,68","1,68",0.33299999999999996,0.3558,0.24600000000000002,0.0696,"0,30",0.1099,0.0206,0.07769999999999999,"0,13","1,20","2,21","3,93","5,68","0,19","0,81","4,40","12,55 %",- %
19,GGBR4,"9,33","8,64","22,23",2.25,-0.4023,0.59,13.18,"3,05","5,04","0,30","4,79","7,92","0,40","1,48","1,48",0.106,0.13269999999999998,0.0803,0.030699999999999998,"0,73",0.044800000000000006,0.0225,0.06309999999999999,"0,71","15,80","0,36","1,85","3,06","0,50","0,50","2,46","-1,88 %",- %
20,TEKA4,"7,40","4,49","10,00",0.0,-0.16570000000000001,0.0,0.0,"-0,16","-0,13","0,00","-20,29","-16,61","0,03","0,00","0,00",0.149,-0.1566,-0.1913,-0.8676,"0,15",0.0825,-0.1317,0.0278,"-256,44","-3.108,32",-,"-20,12","-16,48","-1,60","2,60","0,03","0,99 %",- %
21,MNPR3,"4,00","1,90","7,10",0.0,1.1053,0.0,0.0,"0,72","0,85","0,14","0,73","0,86","0,12","-0,07","-0,07",0.2837,0.1668,0.1413,-0.1402,"1,18",0.084,-0.1653,-0.08289999999999999,"-4,65","-55,35",-,"0,00","0,01","-1,97","2,97","0,13","2,59 %",- %
22,GOAU3,"3,88","3,75","9,70",3.09,-0.4764,0.15,3.53,"0,80","1,33","0,08","2,70","4,47","0,11","0,39","0,39",0.106,0.1325,0.0801,0.0302,"0,73",0.044000000000000004,0.022099999999999998,0.06280000000000001,"1,10","25,04","0,36","1,86","3,07","0,50","0,50","2,46","-1,88 %",- %
23,USIM5,"4,08","3,80","11,11",1.97,-0.5664,0.33,13.57,"2,63","5,37","0,19",-,-,"0,34","0,86","0,86",0.12539999999999998,0.1301,0.0637,0.0252,"0,57",0.0242,0.0143,0.0429,"0,30","12,42","0,20","1,64","3,34","0,59","0,41","3,07","7,98 %",- %
24,ADHM3,"1,17","1,07","3,00",0.0,-0.11359999999999999,0.0,0.0,-,"-1,98","36,56",-,"-1,98","268,13","-0,50","-0,50",1.0,-90000.0,-135.4848,-188.6061,"0,14",0.3147,-25.719,0.2261,"-0,82","-2,62",-,-,"0,00","-81,72","82,72","0,00",- %,- %
25,VALE3,"40,50","34,10","57,36",3.49,-0.2213,1.36,0.0,-,"95,55","0,58",-,"109,05","1,44","16,60","16,60",0.436,-90000.0,0.0151,-0.058499999999999996,"0,40",-0.0553,-0.0235,-0.0012,"-1,65","29,74","0,19",-,"13,49","0,43","0,57","1,23","13,75 %",- %
26,MYPK3,"9,97","9,80","23,62",8.52,-0.4954,0.44,3.64,"1,40","2,27","0,16","3,60","5,84","0,15","1,98","1,98",0.1183,0.1094,0.0675,0.0421,"1,07",0.12050000000000001,0.0449,0.0902,"2,74","22,75","0,69","2,20","3,57","0,37","0,63","1,30","7,91 %","28,59 %"
27,PETR3,"15,32","11,05","33,28",3.27,-0.5253,0.67,4.88,-,"2,45","0,22",-,"6,34","0,66","-49,39","-49,39",0.40399999999999997,-90000.0,0.2703,0.1356,"0,33",0.13699999999999998,0.044199999999999996,0.10039999999999999,"3,14","22,93","1,06",-,"3,89","0,32","0,68","0,97","-1,24 %",- %
28,AZEV4,"2,00","1,71","6,74",0.0,-0.5789,0.0,0.0,"-0,14","-0,13","196,67","-0,55","-0,53","0,44","-0,07","-0,07",-1.5965,-3.1617,-3.2952,-5.331799999999999,"444,50",0.5903,-2370.0217000000002,0.6163000000000001,"-24,10","-40,83",-,"-0,39","-0,37","-4.015,01","5.015,01","0,11","-31,81 %",- %
29,ENGI11,"36,00","35,35","60,00",1.67,-0.1016,2.02,24.78,-,"5,58","0,33",-,"11,74","0,66","5,62","5,62",0.1634,-90000.0,0.1177,0.0265,"0,51",0.0816,0.0134,0.08,"1,45","17,81","2,23",-,"6,16","0,16","0,84","1,31","10,32 %","8,45 %"
30,ENBR3,"14,61","13,62","23,20",4.42,-0.1656,0.86,5.98,"2,97","3,76","0,32","4,88","6,17","0,58","5,57","5,57",0.1938,0.1959,0.155,0.0973,"0,55",0.1435,0.053899999999999997,0.10189999999999999,"2,44","17,02","0,55","1,91","2,41","0,38","0,62","1,28","8,22 %","1,06 %"
31,TRPL3,"22,45","21,20","29,90",6.73,0.0275,1.07,8.31,"6,40","6,32","0,68","6,15","6,07","4,48","4,46","4,46",0.7119,0.6992,0.7082999999999999,0.5384,"0,15",0.1293,0.0824,0.1152,"2,70","20,89","0,05","0,27","0,27","0,64","0,36","3,05","20,76 %","28,03 %"
32,BRAP4,"26,92","24,35","42,39",5.18,-0.16190000000000002,0.98,0.0,-,"-22,54","0,93",-,"-21,98",-,"39,02","39,02",-90000.0,-90000.0,-90000.0,-90000.0,"0,00",-0.042199999999999994,-0.039900000000000005,-0.0425,"-1,16","27,47","0,00",-,"-0,05","0,95","0,05","1,76",- %,- %
33,BRAP3,"24,83","22,50","39,65",5.1,-0.1107,0.9,0.0,-,"-20,79","0,86",-,"-21,98",-,"35,99","35,99",-90000.0,-90000.0,-90000.0,-90000.0,"0,00",-0.042199999999999994,-0.039900000000000005,-0.0425,"-1,16","27,47","0,00",-,"-0,05","0,95","0,05","1,76",- %,- %
34,TASA3,"3,35","2,44","5,85",0.0,-0.154,0.0,6.82,"2,39","2,80","0,28","8,35","9,78","0,30","4,59","4,59",0.3408,0.12390000000000001,0.1057,0.0434,"0,94",-0.1426,0.0407,0.1868,"0,49","-3,44",-,"5,77","6,76","-0,29","1,29","1,10","3,94 %",- %
35,EQTL3,"15,88","15,44","26,90",5.98,-0.0258,2.08,8.65,-,"4,96","0,47",-,"8,64","0,98","4,05","4,05",0.2708,-90000.0,0.19760000000000003,0.1134,"0,48",0.2407,0.0548,0.11220000000000001,"1,84","7,63","1,54",-,"3,68","0,23","0,77","1,69","10,58 %","8,27 %"
36,GPIV33,"3,42","2,77","7,60",0.0,-0.1857,0.09,0.47,-,"0,45","0,08",-,"-0,73","0,30","0,38","0,38",1.0,-90000.0,0.6736,0.6431,"0,26",0.20079999999999998,0.1646,0.209,"7,33","36,52","-0,25",-,"-1,18","0,82","0,18","4,37",- %,- %
37,EMBR3,"8,48","7,64","20,50",0.0,-0.5618,0.43,0.0,-,"-9,76","0,15",-,"-2,40","0,60","0,71","0,71",0.1367,-90000.0,-0.061500000000000006,-0.12359999999999999,"0,25",-0.0888,-0.0304,-0.073,"-1,75","19,68","-0,32",-,"7,35","0,34","0,66","1,34","-12,41 %",- %
38,FRAS3,"3,47","3,30","7,34",8.61,-0.2695,0.97,23.01,"4,59","7,08","0,47","5,68","8,76","0,55","1,94","1,94",0.2561,0.1204,0.0781,0.024,"0,84",0.0421,0.0202,0.059000000000000004,"0,15","3,58","0,23","1,09","1,68","0,48","0,52","2,14","9,31 %","-8,96 %"
39,EALT4,"3,66","3,66","7,70",2.54,-0.22460000000000002,0.51,4.89,"2,21","3,04","0,22","5,33","7,33","0,28","7,90","7,90",0.2162,0.1245,0.09050000000000001,0.056299999999999996,"0,81",0.1035,0.045700000000000005,0.0977,"0,75","7,23","0,48","2,11","2,91","0,44","0,56","1,09","15,33 %","167,95 %"
40,CGAS5,"161,62","59,61","244,34",10.74,1.4641,41.23,15.67,"8,52","9,85","2,53",-,-,"2,25","-1.352,40","-1.352,40",0.3271,0.2641,0.2285,0.1437,"1,13",2.6317000000000004,0.1618,0.2685,"10,32","3,92","8,01","1,66","1,91","0,06","0,94","0,99","7,60 %","14,36 %"
41,NEOE3,"14,90","14,90","27,53",3.07,-0.1035,0.94,7.83,"3,29","4,23","0,33","6,66","8,58","0,64","5,35","5,35",0.22399999999999998,0.1934,0.1501,0.08109999999999999,"0,52",0.1199,0.0426,0.08710000000000001,"1,90","15,87","0,97","3,38","4,35","0,36","0,64","1,35","14,27 %","44,08 %"
42,PETR4,"15,34","11,29","30,81",6.27,-0.4606,0.67,4.88,-,"2,45","0,22",-,"6,34","0,66","-49,46","-49,46",0.40399999999999997,-90000.0,0.2703,0.1356,"0,33",0.13699999999999998,0.044199999999999996,0.10039999999999999,"3,14","22,93","1,06",-,"3,89","0,32","0,68","0,97","-1,24 %",- %
43,TAEE4,"8,80","7,32","10,75",7.16,0.1564,1.85,9.07,"8,23","6,47","0,81","13,02","10,24","5,07","3,54","3,54",0.6801999999999999,0.6157,0.7827,0.5584,"0,16",0.2034,0.08929999999999999,0.12279999999999999,"0,97","4,77","1,07","4,76","3,74","0,44","0,56","3,58","3,08 %","1,96 %"
44,TAEE11,"26,50","22,86","32,21",7.14,0.0928,1.85,9.11,"8,26","6,50","0,81","13,02","10,24","5,09","3,55","3,55",0.6801999999999999,0.6157,0.7827,0.5584,"0,16",0.2034,0.08929999999999999,0.12279999999999999,"2,91","14,30","1,07","4,76","3,74","0,44","0,56","3,58","3,08 %","1,96 %"
45,ALUP11,"23,80","20,86","30,36",1.89,0.0508,0.93,4.25,"2,79","2,85","0,36","4,65","4,76","1,52","2,08","2,08",0.5372,0.5445,0.5324,0.3574,"0,24",0.2177,0.08470000000000001,0.1183,"5,60","25,73","0,62","1,86","1,90","0,39","0,61","2,61","25,19 %","23,51 %"
46,FESA4,"12,29","10,39","23,09",10.97,-0.3812,0.59,4.9,-,"6,06","0,40",-,"9,44","0,85","2,48","2,48",0.20199999999999999,-90000.0,0.1401,0.17309999999999998,"0,47",0.12050000000000001,0.08070000000000001,0.0623,"2,51","20,81","0,17",-,"1,79","0,67","0,33","2,71","6,45 %","4,99 %"
47,USIM3,"4,96","4,48","11,44",1.47,-0.5626,0.4,16.5,"3,20","6,53","0,24",-,-,"0,42","1,04","1,04",0.12539999999999998,0.1301,0.0637,0.0252,"0,57",0.0242,0.0143,0.0429,"0,30","12,42","0,20","1,64","3,34","0,59","0,41","3,07","7,98 %",- %
48,CPFE3,"25,83","23,50","39,20",1.86,-0.10439999999999999,2.24,10.83,"4,66","6,32","0,68","7,18","9,74","0,99","108,34","108,34",0.21969999999999998,0.21359999999999998,0.1574,0.09179999999999999,"0,68",0.2069,0.062400000000000004,0.1079,"2,39","11,53","1,21","2,52","3,42","0,30","0,70","1,03","7,76 %","25,71 %"
49,CPLE6,"48,48","34,59","77,91",5.87,0.3195,0.75,6.43,-,"4,16","0,35",-,-,"0,82","5,18","5,18",0.276,-90000.0,0.19640000000000002,0.127,"0,42",0.11720000000000001,0.0538,0.0875,"7,54","64,31","0,49",-,"2,70","0,46","0,54","1,48","1,68 %","10,27 %"
